date,月份,星期,淡旺季,LeadTime,QAIndex,AI啟動,龍華一廠,龍華二廠,龍華三廠,LCM廠,觀瀾廠,模具部,製工部,製程部,QA部,AI部,總經理室,財務部,管理部,業務一部,業務二部,深圳總產能下之總費用,CapaUtilization
2019/11/10,11,7,旺季,急單,綠,OFF,"612,257.000","1,874,291.000","11,227,702.000","22,627,593.000","930,892.000","19,883.000","4,562.000","29,428.000","78,886.000","5,783.000","3,899.000","24,939.000","48,186.000","69,321.000","48,409.000","50,000,000.000",74.55%
2019/11/11,11,1,旺季,急單,紅,ON,"517,197.000","1,337,463.000","10,740,131.000","25,520,368.000","704,419.000","24,320.000","15,538.000","34,085.000","51,682.000","9,774.000","2,297.000","23,977.000","48,615.000","17,550.000","42,443.000","50,000,000.000",77.64%
2019/11/12,11,2,旺季,急單,紅,ON,"608,975.000","1,854,251.000","10,648,130.000","24,292,655.000","922,571.000","39,438.000","25,639.000","50,271.000","81,813.000","15,232.000","2,651.000","24,706.000","43,471.000","45,332.000","46,564.000","50,000,000.000",76.65%
2019/11/13,11,3,旺季,急單,綠,OFF,"500,575.000","1,252,874.000","10,373,476.000","24,986,157.000","667,912.000","21,757.000","5,844.000","23,379.000","82,488.000","5,260.000","2,339.000","38,934.000","47,581.000","28,258.000","44,511.000","50,000,000.000",75.56%
2019/11/14,11,4,旺季,急單,綠,OFF,"541,469.000","1,465,941.000","10,080,772.000","23,432,607.000","759,381.000","18,825.000","4,807.000","24,881.000","72,495.000","5,174.000","3,532.000","50,720.000","45,405.000","42,184.000","46,251.000","50,000,000.000",72.56%
2019/11/15,11,5,旺季,急單,綠,OFF,"517,109.000","1,337,008.000","10,038,619.000","24,447,277.000","704,224.000","12,289.000","2,890.000","21,431.000","48,442.000","4,082.000","4,260.000","19,949.000","44,404.000","30,209.000","44,801.000","50,000,000.000",74.09%
2019/11/16,11,6,旺季,急單,綠,OFF,"605,857.000","1,835,311.000","11,933,815.000","25,082,424.000","914,699.000","9,608.000","2,574.000","26,986.000","36,454.000","4,820.000","3,301.000","20,011.000","44,296.000","12,067.000","40,816.000","50,000,000.000",80.74%
2019/11/17,11,7,旺季,急單,綠,ON,"674,225.000","2,272,895.000","10,734,700.000","23,479,752.000","1,094,744.000","24,494.000","5,611.000","35,083.000","97,218.000","6,946.000","2,964.000","23,633.000","47,967.000","43,563.000","46,391.000","50,000,000.000",76.51%
2019/11/18,11,1,旺季,急單,綠,OFF,"695,658.000","2,419,702.000","10,410,630.000","24,986,883.000","1,154,397.000","17,848.000","2,501.000","33,655.000","77,982.000","5,799.000","3,372.000","20,549.000","44,630.000","14,971.000","41,752.000","50,000,000.000",79.33%
2019/11/19,11,2,旺季,急單,綠,OFF,"578,613.000","1,673,965.000","10,265,976.000","24,668,142.000","847,295.000","21,505.000","3,409.000","25,935.000","92,185.000","4,913.000","3,066.000","31,722.000","45,483.000","39,451.000","45,961.000","50,000,000.000",76.07%
2019/11/20,11,3,旺季,急單,綠,ON,"724,242.000","2,622,634.000","10,514,492.000","23,385,770.000","1,236,333.000","15,736.000","2,543.000","36,012.000","67,234.000","6,165.000","1,362.000","18,709.000","46,466.000","16,746.000","42,239.000","50,000,000.000",76.97%
2019/11/21,11,4,旺季,急單,紅,ON,"587,155.000","1,723,754.000","9,771,881.000","23,135,994.000","868,162.000","23,738.000","10,341.000","33,450.000","72,157.000","8,120.000","2,979.000","25,102.000","74,689.000","50,136.000","47,002.000","50,000,000.000",72.17%
2019/11/22,11,5,旺季,急單,綠,OFF,"564,765.000","1,594,798.000","10,957,040.000","26,720,643.000","813,982.000","16,383.000","2,626.000","24,221.000","70,098.000","4,421.000","3,062.000","19,756.000","72,885.000","42,456.000","46,279.000","50,000,000.000",81.3%
2019/11/23,11,6,旺季,急單,綠,ON,"763,704.000","2,916,217.000","10,426,906.000","25,052,753.000","1,353,924.000","19,213.000","5,724.000","42,523.000","70,306.000","8,096.000","2,631.000","24,703.000","72,171.000","41,924.000","46,225.000","50,000,000.000",81.03%
2019/11/24,11,7,旺季,急單,綠,ON,"816,805.000","3,335,852.000","10,030,166.000","24,019,247.000","1,520,353.000","17,659.000","2,551.000","44,078.000","76,814.000","7,377.000","3,622.000","21,399.000","70,223.000","43,061.000","46,341.000","50,000,000.000",79.44%
2019/11/25,11,1,旺季,急單,綠,ON,"728,637.000","2,654,561.000","10,798,832.000","25,184,032.000","1,249,172.000","16,899.000","3,477.000","37,309.000","68,849.000","6,640.000","2,500.000","24,818.000","67,924.000","38,899.000","45,899.000","50,000,000.000",81.23%
2019/11/26,11,2,旺季,急單,綠,ON,"711,221.000","2,529,176.000","10,510,437.000","26,673,283.000","1,198,669.000","15,714.000","2,594.000","34,998.000","66,897.000","6,028.000","3,381.000","22,785.000","70,366.000","39,823.000","46,001.000","50,000,000.000",83.25%
2019/11/27,11,3,旺季,急單,綠,OFF,"656,008.000","2,151,735.000","10,053,952.000","22,301,065.000","1,045,249.000","17,415.000","2,591.000","30,669.000","75,414.000","5,378.000","2,258.000","27,222.000","69,158.000","39,175.000","45,930.000","50,000,000.000",72.42%
2019/11/28,11,4,旺季,急單,綠,OFF,"564,727.000","1,594,582.000","10,951,602.000","23,395,416.000","813,891.000","19,307.000","4,654.000","26,247.000","75,592.000","5,333.000","3,361.000","33,455.000","69,528.000","36,775.000","45,656.000","50,000,000.000",74.64%
2019/11/29,11,5,旺季,急單,紅,ON,"563,086.000","1,585,328.000","10,499,400.000","25,835,630.000","809,986.000","29,600.000","15,849.000","37,333.000","76,681.000","10,355.000","2,965.000","27,620.000","83,800.000","31,806.000","45,025.000","50,000,000.000",78.59%
2019/11/30,11,6,旺季,急單,紅,ON,"554,775.000","1,538,874.000","10,179,885.000","24,894,388.000","790,345.000","37,593.000","26,152.000","47,088.000","70,280.000","14,909.000","3,161.000","31,812.000","82,161.000","26,260.000","44,193.000","50,000,000.000",75.92%
2019/12/1,12,7,旺季,急單,綠,OFF,"521,022.000","1,357,317.000","10,865,828.000","25,705,206.000","712,950.000","20,098.000","5,961.000","24,744.000","73,666.000","5,500.000","3,188.000","27,506.000","82,191.000","38,324.000","45,835.000","50,000,000.000",78.32%
2019/12/2,12,1,旺季,急單,綠,OFF,"529,289.000","1,400,733.000","10,453,461.000","23,754,159.000","731,555.000","18,823.000","4,903.000","24,203.000","72,051.000","5,101.000","3,402.000","30,427.000","80,555.000","25,685.000","44,097.000","50,000,000.000",73.74%
2019/12/3,12,2,旺季,急單,紅,ON,"625,042.000","1,953,385.000","9,002,178.000","22,088,798.000","963,649.000","24,601.000","9,824.000","35,608.000","78,798.000","8,288.000","3,138.000","19,693.000","52,591.000","68,432.000","48,353.000","50,000,000.000",69.27%
2019/12/4,12,3,旺季,急單,綠,OFF,"465,311.000","1,082,571.000","10,915,119.000","26,304,221.000","593,512.000","14,583.000","2,494.000","17,973.000","61,691.000","3,444.000","2,192.000","19,754.000","52,258.000","38,659.000","45,873.000","50,000,000.000",78.72%
2019/12/5,12,4,旺季,急單,綠,OFF,"583,464.000","1,702,149.000","9,967,263.000","24,232,830.000","859,115.000","14,443.000","5,437.000","28,294.000","47,746.000","5,875.000","2,657.000","23,330.000","51,087.000","44,750.000","46,508.000","50,000,000.000",74.69%
2019/12/6,12,5,旺季,急單,綠,ON,"834,742.000","3,483,971.000","9,529,071.000","23,130,273.000","1,578,695.000","4,620.000","2,424.000","45,611.000","12,192.000","7,569.000","3,329.000","20,286.000","46,925.000","27,895.000","44,455.000","50,000,000.000",77.11%
2019/12/7,12,6,旺季,急單,綠,OFF,"682,073.000","2,326,120.000","10,062,382.000","24,610,056.000","1,116,410.000","14,674.000","3,303.000","33,385.000","58,504.000","5,999.000","3,026.000","31,315.000","43,841.000","41,643.000","46,195.000","50,000,000.000",77.59%
2019/12/8,12,7,旺季,急單,綠,OFF,"671,014.000","2,251,296.000","10,347,568.000","26,301,252.000","1,085,939.000","19,775.000","2,464.000","31,687.000","87,787.000","5,492.000","3,548.000","18,469.000","47,899.000","29,821.000","44,745.000","50,000,000.000",81.31%
2019/12/9,12,1,旺季,急單,綠,OFF,"649,731.000","2,110,751.000","9,279,862.000","20,924,195.000","1,028,449.000","14,056.000","2,462.000","30,067.000","59,203.000","5,249.000","2,109.000","18,514.000","46,819.000","75,315.000","48,769.000","50,000,000.000",67.99%
2019/12/10,12,2,淡季,急單,綠,OFF,"568,483.000","1,615,867.000","11,083,615.000","22,381,398.000","822,864.000","19,523.000","4,421.000","26,264.000","77,721.000","5,266.000","3,849.000","24,619.000","47,568.000","68,432.000","48,353.000","50,000,000.000",72.94%
2019/12/11,12,3,淡季,急單,紅,ON,"480,220.000","1,153,056.000","10,602,301.000","25,242,698.000","624,462.000","23,734.000","15,056.000","31,389.000","50,918.000","9,225.000","2,268.000","23,670.000","47,991.000","17,325.000","42,387.000","50,000,000.000",76.21%
2019/12/12,12,4,淡季,急單,紅,ON,"565,436.000","1,598,590.000","10,511,480.000","24,028,344.000","815,582.000","38,480.000","24,844.000","46,484.000","80,603.000","14,426.000","2,617.000","24,389.000","42,913.000","44,750.000","46,508.000","50,000,000.000",75.04%
2019/12/13,12,5,淡季,急單,綠,OFF,"464,786.000","1,080,130.000","10,240,351.000","24,714,299.000","592,436.000","21,350.000","5,663.000","21,112.000","81,269.000","4,866.000","2,309.000","38,435.000","46,971.000","27,895.000","44,455.000","50,000,000.000",74.18%
2019/12/14,12,6,淡季,急單,綠,OFF,"502,756.000","1,263,820.000","9,951,404.000","23,177,653.000","672,652.000","18,477.000","4,658.000","22,324.000","71,424.000","4,746.000","3,487.000","50,069.000","44,822.000","41,643.000","46,195.000","50,000,000.000",71.14%
2019/12/15,12,7,淡季,急單,綠,OFF,"480,138.000","1,152,663.000","9,909,792.000","24,181,283.000","624,290.000","12,065.000","2,800.000","19,128.000","47,726.000","3,709.000","4,205.000","19,693.000","43,834.000","29,821.000","44,745.000","50,000,000.000",72.7%
2019/12/16,12,1,淡季,急單,綠,OFF,"562,541.000","1,582,262.000","11,780,666.000","24,809,519.000","808,691.000","9,428.000","2,494.000","23,943.000","35,916.000","4,340.000","3,259.000","19,754.000","43,728.000","11,912.000","40,760.000","50,000,000.000",79.09%
2019/12/17,12,2,淡季,急單,綠,ON,"626,021.000","1,959,512.000","10,596,940.000","23,224,285.000","966,181.000","24,050.000","5,437.000","31,293.000","95,781.000","6,325.000","2,926.000","23,330.000","47,351.000","43,004.000","46,335.000","50,000,000.000",74.75%
2019/12/18,12,3,淡季,急單,綠,OFF,"645,922.000","2,086,078.000","10,277,029.000","24,715,018.000","1,018,320.000","17,547.000","2,424.000","29,744.000","76,829.000","5,189.000","3,329.000","20,286.000","44,057.000","14,779.000","41,696.000","50,000,000.000",77.48%
2019/12/19,12,4,淡季,急單,綠,OFF,"537,245.000","1,443,162.000","10,134,231.000","24,399,745.000","749,677.000","21,138.000","3,303.000","23,108.000","90,823.000","4,457.000","3,026.000","31,315.000","44,899.000","38,945.000","45,905.000","50,000,000.000",74.53%
2019/12/20,12,5,淡季,急單,綠,OFF,"672,463.000","2,261,030.000","10,379,558.000","23,131,326.000","1,089,908.000","15,466.000","2,464.000","31,799.000","66,241.000","5,509.000","1,345.000","18,469.000","45,870.000","16,531.000","42,183.000","50,000,000.000",75.07%
2019/12/21,12,6,淡季,急單,紅,ON,"545,176.000","1,486,085.000","9,646,476.000","22,884,267.000","767,950.000","23,236.000","10,020.000","30,333.000","71,091.000","7,556.000","2,941.000","24,779.000","73,730.000","49,493.000","46,945.000","50,000,000.000",70.66%
2019/12/22,12,7,淡季,急單,綠,OFF,"524,387.000","1,374,910.000","10,816,426.000","26,429,914.000","720,497.000","16,102.000","2,544.000","21,537.000","69,062.000","3,994.000","3,023.000","19,503.000","71,950.000","41,912.000","46,223.000","50,000,000.000",79.73%
2019/12/23,12,1,淡季,急單,綠,ON,"709,103.000","2,514,134.000","10,293,095.000","24,780,171.000","1,192,596.000","18,845.000","5,546.000","37,778.000","69,267.000","7,331.000","2,598.000","24,386.000","71,245.000","41,386.000","46,168.000","50,000,000.000",78.98%
2019/12/24,12,2,淡季,急單,綠,ON,"758,408.000","2,875,911.000","9,901,447.000","23,757,910.000","1,337,841.000","17,361.000","2,472.000","38,816.000","75,678.000","6,564.000","3,575.000","21,125.000","69,322.000","42,508.000","46,285.000","50,000,000.000",77.26%
2019/12/25,12,3,淡季,急單,綠,OFF,"676,543.000","2,288,555.000","10,660,249.000","24,910,022.000","1,101,123.000","16,599.000","3,370.000","33,020.000","67,831.000","5,964.000","2,468.000","24,500.000","67,052.000","38,400.000","45,843.000","50,000,000.000",79.27%
2019/12/26,12,4,淡季,急單,綠,OFF,"660,372.000","2,180,457.000","10,375,554.000","26,383,069.000","1,057,005.000","15,444.000","2,513.000","30,922.000","65,908.000","5,392.000","3,338.000","22,492.000","69,463.000","39,312.000","45,945.000","50,000,000.000",81.31%
2019/12/27,12,5,淡季,急單,綠,OFF,"609,107.000","1,855,058.000","9,924,928.000","22,058,422.000","922,906.000","17,120.000","2,511.000","27,153.000","74,299.000","4,826.000","2,229.000","26,873.000","68,270.000","38,672.000","45,874.000","50,000,000.000",70.74%
2019/12/28,12,6,淡季,急單,綠,OFF,"524,352.000","1,374,724.000","10,811,058.000","23,140,866.000","720,417.000","18,953.000","4,509.000","23,500.000","74,474.000","4,878.000","3,318.000","33,026.000","68,636.000","36,303.000","45,599.000","50,000,000.000",73.14%
2019/12/29,12,7,淡季,急單,紅,ON,"522,828.000","1,366,746.000","10,364,660.000","25,554,530.000","716,996.000","28,931.000","15,357.000","34,253.000","75,548.000","9,745.000","2,927.000","27,266.000","82,725.000","31,398.000","44,969.000","50,000,000.000",77.05%
2019/12/30,12,1,淡季,急單,紅,ON,"515,111.000","1,326,697.000","10,049,245.000","24,623,529.000","699,788.000","36,655.000","25,341.000","43,759.000","69,241.000","14,166.000","3,121.000","31,404.000","81,107.000","25,923.000","44,137.000","50,000,000.000",74.43%
2019/12/31,12,2,淡季,急單,綠,OFF,"483,771.000","1,170,173.000","10,726,385.000","25,425,526.000","631,943.000","19,714.000","5,776.000","22,316.000","72,577.000","5,080.000","3,147.000","27,153.000","81,136.000","37,832.000","45,779.000","50,000,000.000",76.88%
2020/1/1,1,3,淡季,急單,綠,OFF,"491,447.000","1,207,602.000","10,319,310.000","23,495,706.000","648,258.000","18,473.000","4,751.000","21,742.000","70,986.000","4,687.000","3,358.000","30,036.000","79,522.000","25,355.000","44,041.000","50,000,000.000",72.32%
2020/1/2,1,4,淡季,急單,紅,ON,"580,354.000","1,684,055.000","8,886,651.000","21,848,464.000","851,529.000","24,094.000","9,519.000","32,163.000","77,633.000","7,680.000","3,098.000","19,441.000","51,916.000","67,554.000","48,296.000","50,000,000.000",67.7%
2020/1/3,1,5,旺季,計劃,綠,OFF,"432,043.000","933,308.000","10,775,043.000","26,018,023.000","527,124.000","14,331.000","2,417.000","16,071.000","60,779.000","3,136.000","2,164.000","19,500.000","51,588.000","38,163.000","45,816.000","50,000,000.000",77.37%
2020/1/4,1,6,淡季,急單,綠,OFF,"541,749.000","1,467,460.000","9,839,351.000","23,969,169.000","760,028.000","14,150.000","5,269.000","25,361.000","47,041.000","5,385.000","2,623.000","23,030.000","50,431.000","44,176.000","46,452.000","50,000,000.000",73.16%
2020/1/5,1,7,淡季,急單,綠,ON,"775,062.000","3,003,607.000","9,406,782.000","22,878,608.000","1,388,733.000","4,516.000","2,349.000","40,135.000","12,012.000","6,725.000","3,286.000","20,025.000","46,322.000","27,537.000","44,399.000","50,000,000.000",74.91%
2020/1/6,1,1,淡季,急單,綠,OFF,"633,308.000","2,005,398.000","9,933,250.000","24,342,290.000","985,120.000","14,409.000","3,201.000","29,588.000","57,640.000","5,399.000","2,987.000","30,913.000","43,278.000","41,108.000","46,139.000","50,000,000.000",75.8%
2020/1/7,1,2,淡季,急單,綠,OFF,"623,040.000","1,940,891.000","10,214,776.000","26,015,086.000","958,484.000","19,447.000","2,388.000","28,027.000","86,489.000","4,920.000","3,502.000","18,232.000","47,284.000","29,439.000","44,689.000","50,000,000.000",79.5%
2020/1/8,1,3,淡季,急單,綠,OFF,"603,278.000","1,819,724.000","9,160,772.000","20,696,533.000","908,214.000","13,812.000","2,385.000","26,615.000","58,328.000","4,708.000","2,082.000","18,276.000","46,218.000","74,348.000","48,713.000","50,000,000.000",66.38%
2020/1/9,1,4,淡季,急單,綠,OFF,"527,840.000","1,393,074.000","10,941,377.000","22,137,881.000","728,278.000","19,170.000","4,284.000","23,493.000","76,572.000","4,809.000","3,800.000","24,303.000","46,957.000","67,554.000","48,296.000","50,000,000.000",71.46%
2020/1/10,1,5,淡季,計劃,紅,ON,"445,887.000","994,075.000","10,466,240.000","24,968,050.000","554,302.000","23,163.000","14,589.000","28,989.000","50,165.000","8,725.000","2,239.000","23,366.000","47,375.000","17,103.000","42,331.000","50,000,000.000",74.86%
2020/1/11,1,6,淡季,急單,紅,ON,"525,010.000","1,378,179.000","10,376,585.000","23,766,908.000","721,898.000","37,549.000","24,074.000","43,106.000","79,412.000","13,688.000","2,583.000","24,076.000","42,362.000","44,176.000","46,452.000","50,000,000.000",73.54%
2020/1/12,1,7,淡季,計劃,綠,OFF,"431,556.000","931,204.000","10,108,935.000","24,445,400.000","526,179.000","20,952.000","5,487.000","19,115.000","80,068.000","4,513.000","2,280.000","37,941.000","46,368.000","27,537.000","44,399.000","50,000,000.000",72.89%
2020/1/13,1,1,淡季,急單,綠,OFF,"466,812.000","1,089,567.000","9,823,696.000","22,925,473.000","596,595.000","18,136.000","4,514.000","20,077.000","70,368.000","4,366.000","3,442.000","49,427.000","44,247.000","41,108.000","46,139.000","50,000,000.000",69.8%
2020/1/14,1,2,淡季,計劃,綠,OFF,"445,811.000","993,736.000","9,782,618.000","23,918,183.000","554,151.000","11,846.000","2,713.000","17,109.000","47,021.000","3,380.000","4,151.000","19,441.000","43,272.000","29,439.000","44,689.000","50,000,000.000",71.39%
2020/1/15,1,3,淡季,急單,綠,OFF,"522,322.000","1,364,102.000","11,629,483.000","24,539,584.000","715,862.000","9,252.000","2,417.000","21,281.000","35,385.000","3,917.000","3,217.000","19,500.000","43,167.000","11,759.000","40,704.000","50,000,000.000",77.54%
2020/1/16,1,4,淡季,急單,綠,OFF,"581,264.000","1,689,338.000","10,460,948.000","22,971,598.000","853,745.000","23,615.000","5,269.000","27,975.000","94,366.000","5,777.000","2,888.000","23,030.000","46,744.000","42,453.000","46,279.000","50,000,000.000",73.11%
2020/1/17,1,5,淡季,急單,綠,OFF,"599,742.000","1,798,453.000","10,145,142.000","24,446,111.000","899,355.000","17,253.000","2,349.000","26,331.000","75,694.000","4,654.000","3,286.000","20,025.000","43,492.000","14,589.000","41,640.000","50,000,000.000",75.78%
2020/1/18,1,6,旺季,急單,綠,OFF,"498,835.000","1,244,181.000","10,004,177.000","24,134,268.000","664,145.000","20,777.000","3,201.000","20,631.000","89,481.000","4,055.000","2,987.000","30,913.000","44,323.000","38,445.000","45,848.000","50,000,000.000",73.09%
2020/1/19,1,7,旺季,急單,綠,OFF,"624,385.000","1,949,283.000","10,246,355.000","22,879,650.000","961,954.000","15,201.000","2,388.000","28,124.000","65,262.000","4,935.000","1,327.000","18,232.000","45,281.000","16,319.000","42,127.000","50,000,000.000",73.32%
2020/1/20,1,1,旺季,急單,紅,ON,"506,199.000","1,281,187.000","9,522,682.000","22,635,279.000","680,162.000","22,747.000","9,710.000","27,583.000","70,040.000","7,050.000","2,903.000","24,461.000","72,784.000","48,858.000","46,889.000","50,000,000.000",69.25%
2020/1/21,1,2,旺季,急單,綠,OFF,"486,896.000","1,185,340.000","10,677,617.000","26,142,348.000","638,561.000","15,827.000","2,465.000","19,188.000","68,042.000","3,618.000","2,984.000","19,252.000","71,026.000","41,374.000","46,167.000","50,000,000.000",78.26%
2020/1/22,1,3,旺季,急單,綠,ON,"658,406.000","2,167,490.000","10,161,002.000","24,510,555.000","1,051,699.000","18,485.000","5,374.000","33,633.000","68,244.000","6,657.000","2,564.000","24,073.000","70,330.000","40,854.000","46,112.000","50,000,000.000",77.1%
2020/1/23,1,4,旺季,急單,綠,OFF,"704,185.000","2,479,385.000","9,774,380.000","23,499,416.000","1,178,554.000","17,068.000","2,396.000","34,231.000","74,560.000","5,853.000","3,530.000","20,853.000","68,432.000","41,963.000","46,229.000","50,000,000.000",75.27%
2020/1/24,1,5,旺季,急單,綠,OFF,"628,174.000","1,973,013.000","10,523,444.000","24,638,993.000","971,758.000","16,304.000","3,265.000","29,277.000","66,829.000","5,371.000","2,436.000","24,185.000","66,192.000","37,907.000","45,787.000","50,000,000.000",77.47%
2020/1/25,1,6,旺季,急單,綠,OFF,"613,159.000","1,879,820.000","10,242,403.000","26,096,013.000","933,186.000","15,179.000","2,436.000","27,365.000","64,934.000","4,835.000","3,295.000","22,204.000","68,572.000","38,807.000","45,889.000","50,000,000.000",79.53%
2020/1/26,1,7,旺季,急單,綠,OFF,"565,559.000","1,599,285.000","9,797,560.000","21,818,420.000","815,875.000","16,830.000","2,433.000","24,082.000","73,201.000","4,342.000","2,200.000","26,528.000","67,394.000","38,176.000","45,818.000","50,000,000.000",69.19%
2020/1/27,1,1,旺季,急單,綠,OFF,"486,863.000","1,185,179.000","10,672,318.000","22,889,086.000","638,491.000","18,607.000","4,369.000","21,090.000","73,374.000","4,474.000","3,275.000","32,602.000","67,755.000","35,837.000","45,543.000","50,000,000.000",71.74%
2020/1/28,1,2,旺季,急單,紅,ON,"485,449.000","1,178,301.000","10,231,648.000","25,276,489.000","635,491.000","28,279.000","14,881.000","31,519.000","74,431.000","9,192.000","2,890.000","26,916.000","81,663.000","30,995.000","44,913.000","50,000,000.000",75.61%
2020/1/29,1,3,旺季,急單,紅,ON,"478,283.000","1,143,774.000","9,920,281.000","24,355,617.000","620,400.000","35,743.000","24,555.000","40,776.000","68,218.000","13,483.000","3,081.000","31,001.000","80,066.000","25,590.000","44,081.000","50,000,000.000",73.04%
2020/1/30,1,4,旺季,計劃,綠,OFF,"449,184.000","1,008,831.000","10,588,731.000","25,148,888.000","560,869.000","19,338.000","5,597.000","20,177.000","71,505.000","4,706.000","3,106.000","26,804.000","80,095.000","37,346.000","45,722.000","50,000,000.000",75.51%
2020/1/31,1,5,旺季,急單,綠,OFF,"456,311.000","1,041,100.000","10,186,881.000","23,240,065.000","575,189.000","18,131.000","4,604.000","19,578.000","69,937.000","4,318.000","3,315.000","29,651.000","78,501.000","25,030.000","43,985.000","50,000,000.000",71%
2020/2/1,2,6,旺季,急單,紅,ON,"538,862.000","1,451,861.000","8,772,607.000","21,610,746.000","753,385.000","23,599.000","9,224.000","29,131.000","76,486.000","7,137.000","3,058.000","19,191.000","51,250.000","66,687.000","48,240.000","50,000,000.000",66.25%
2020/2/2,2,7,旺季,計劃,綠,OFF,"401,155.000","804,625.000","10,636,765.000","25,734,938.000","468,786.000","14,084.000","2,342.000","14,400.000","59,881.000","2,863.000","2,136.000","19,250.000","50,926.000","37,673.000","45,760.000","50,000,000.000",76.09%
2020/2/3,2,1,旺季,急單,綠,OFF,"503,017.000","1,265,129.000","9,713,081.000","23,708,377.000","673,218.000","13,864.000","5,105.000","22,787.000","46,346.000","4,950.000","2,590.000","22,735.000","49,784.000","43,609.000","46,396.000","50,000,000.000",71.73%
2020/2/4,2,2,旺季,急單,綠,OFF,"719,649.000","2,589,475.000","9,286,064.000","22,629,682.000","1,222,983.000","4,415.000","2,276.000","35,367.000","11,835.000","5,988.000","3,244.000","19,768.000","45,728.000","27,184.000","44,343.000","50,000,000.000",72.9%
2020/2/5,2,3,旺季,急單,綠,OFF,"588,030.000","1,728,897.000","9,805,774.000","24,077,439.000","870,314.000","14,149.000","3,102.000","26,271.000","56,788.000","4,871.000","2,949.000","30,517.000","42,723.000","40,581.000","46,083.000","50,000,000.000",74.14%
2020/2/6,2,4,旺季,急單,綠,OFF,"578,495.000","1,673,285.000","10,083,688.000","25,732,034.000","847,009.000","19,125.000","2,314.000","24,832.000","85,211.000","4,419.000","3,457.000","17,998.000","46,677.000","29,061.000","44,633.000","50,000,000.000",77.83%
2020/2/7,2,5,旺季,急單,綠,OFF,"560,147.000","1,568,824.000","9,043,210.000","20,471,348.000","803,015.000","13,573.000","2,312.000","23,601.000","57,466.000","4,234.000","2,055.000","18,041.000","45,625.000","73,394.000","48,657.000","50,000,000.000",64.89%
2020/2/8,2,6,旺季,急單,綠,OFF,"490,102.000","1,201,000.000","10,800,964.000","21,897,014.000","645,384.000","18,824.000","4,151.000","21,062.000","75,440.000","4,405.000","3,751.000","23,992.000","46,355.000","66,687.000","48,240.000","50,000,000.000",70.07%
2020/2/9,2,7,旺季,計劃,紅,ON,"414,008.000","857,013.000","10,331,925.000","24,696,390.000","492,675.000","22,608.000","14,137.000","26,847.000","49,424.000","8,268.000","2,210.000","23,066.000","46,768.000","16,883.000","42,275.000","50,000,000.000",73.58%
2020/2/10,2,1,旺季,急單,紅,ON,"487,475.000","1,188,158.000","10,243,420.000","23,508,316.000","639,790.000","36,642.000","23,327.000","40,084.000","78,239.000","13,011.000","2,550.000","23,767.000","41,818.000","43,609.000","46,396.000","50,000,000.000",72.13%
2020/2/11,2,2,旺季,計劃,綠,OFF,"400,702.000","802,811.000","9,979,205.000","24,179,426.000","467,955.000","20,562.000","5,317.000","17,352.000","78,884.000","4,198.000","2,251.000","37,454.000","45,773.000","27,184.000","44,343.000","50,000,000.000",71.66%
2020/2/12,2,3,旺季,計劃,綠,OFF,"433,437.000","939,339.000","9,697,627.000","22,676,036.000","529,832.000","17,802.000","4,374.000","18,101.000","69,328.000","4,027.000","3,398.000","48,792.000","43,679.000","40,581.000","46,083.000","50,000,000.000",68.55%
2020/2/13,2,4,旺季,計劃,綠,OFF,"413,938.000","856,722.000","9,657,076.000","23,657,945.000","492,543.000","11,632.000","2,629.000","15,336.000","46,326.000","3,089.000","4,098.000","19,191.000","42,717.000","29,061.000","44,633.000","50,000,000.000",70.16%
2020/2/14,2,5,旺季,急單,綠,OFF,"484,979.000","1,176,022.000","11,480,240.000","24,272,585.000","634,497.000","9,080.000","2,342.000","18,952.000","34,862.000","3,545.000","3,176.000","19,250.000","42,613.000","11,608.000","40,648.000","50,000,000.000",76.1%
2020/2/15,2,6,旺季,急單,綠,OFF,"539,706.000","1,456,415.000","10,326,701.000","22,721,659.000","755,325.000","23,189.000","5,105.000","25,067.000","92,971.000","5,292.000","2,851.000","22,735.000","46,144.000","41,908.000","46,223.000","50,000,000.000",71.6%
2020/2/16,2,7,旺季,急單,綠,OFF,"556,864.000","1,550,486.000","10,014,948.000","24,180,129.000","795,260.000","16,963.000","2,276.000","23,349.000","74,575.000","4,185.000","3,244.000","19,768.000","42,934.000","14,402.000","41,584.000","50,000,000.000",74.2%
2020/2/17,2,1,旺季,急單,綠,OFF,"463,171.000","1,072,636.000","9,875,792.000","23,871,679.000","589,131.000","20,423.000","3,102.000","18,460.000","88,158.000","3,699.000","2,949.000","30,517.000","43,754.000","37,952.000","45,792.000","50,000,000.000",71.74%
2020/2/18,2,2,旺季,急單,綠,OFF,"579,745.000","1,680,519.000","10,114,862.000","22,630,712.000","850,045.000","14,942.000","2,314.000","24,916.000","64,297.000","4,432.000","1,310.000","17,998.000","44,700.000","16,110.000","42,071.000","50,000,000.000",71.71%
2020/2/19,2,3,旺季,急單,紅,ON,"470,008.000","1,104,539.000","9,400,475.000","22,389,000.000","603,184.000","22,269.000","9,408.000","25,154.000","69,005.000","6,596.000","2,866.000","24,148.000","71,850.000","48,231.000","46,833.000","50,000,000.000",67.93%
