,country,continent,year,lifeExp,pop,gdpPercap
3346,Equatorial Guinea赤道幾內亞,Africa,1976,41.72,209661,901
3348,Equatorial Guinea赤道幾內亞,Africa,1978,42.35,211237,952
3350,Equatorial Guinea赤道幾內亞,Africa,1980,43.01,248360,940
3352,Equatorial Guinea赤道幾內亞,Africa,1982,43.66,285483,928
3354,Equatorial Guinea赤道幾內亞,Africa,1984,44.46,307787,943
3356,Equatorial Guinea赤道幾內亞,Africa,1986,45.26,330092,959
3358,Equatorial Guinea赤道幾內亞,Africa,1988,46.04,350563,1000
3360,Equatorial Guinea赤道幾內亞,Africa,1990,46.79,369200,1066
3362,Equatorial Guinea赤道幾內亞,Africa,1992,47.55,387838,1132
3364,Equatorial Guinea赤道幾內亞,Africa,1994,47.83,408691,1805
3366,Equatorial Guinea赤道幾內亞,Africa,1996,48.11,429544,2478
3368,Equatorial Guinea赤道幾內亞,Africa,1998,48.47,451102,3792
3370,Equatorial Guinea赤道幾內亞,Africa,2000,48.91,473365,5748
3372,Equatorial Guinea赤道幾內亞,Africa,2002,49.35,495627,7703
3374,Equatorial Guinea赤道幾內亞,Africa,2004,50.24,517857,9484
3376,Equatorial Guinea赤道幾內亞,Africa,2006,51.13,540086,11264
3378,Equatorial Guinea赤道幾內亞,Africa,2008,55.07,682014,11911
3380,Equatorial Guinea赤道幾內亞,Africa,2010,55.62,943639,11425
3382,Equatorial Guinea赤道幾內亞,Africa,2012,56.29,1033611,10939
3384,Equatorial Guinea赤道幾內亞,Africa,2014,57.0,1123582,10453
3386,Equatorial Guinea赤道幾內亞,Africa,2016,57.71,1215451,9967
3388,Equatorial Guinea赤道幾內亞,Africa,2018,58.4,1309218,9481
3390,Equatorial Guinea赤道幾內亞,Africa,2020,59.08,1402985,7900
3392,Equatorial Guinea赤道幾內亞,Africa,2022,59.77,1497098,7100
3394,Equatorial Guinea赤道幾內亞,Africa,2024,60.45,1591211,8300
3396,Equatorial Guinea赤道幾內亞,Africa,2026,61.13,1685323,9500
3398,Equatorial Guinea赤道幾內亞,Africa,2028,61.81,1779436,10700
3400,Equatorial Guinea赤道幾內亞,Africa,2030,62.49,1873549,11900
3402,Equatorial Guinea赤道幾內亞,Africa,2032,63.18,1967662,13100
3403,Eritrea厄利垂亞,Africa,1950,35.08,1377228,323
3405,Eritrea厄利垂亞,Africa,1952,35.93,1438760,329
3407,Eritrea厄利垂亞,Africa,1954,36.78,1490296,335
3409,Eritrea厄利垂亞,Africa,1956,37.62,1531837,341
3411,Eritrea厄利垂亞,Africa,1958,38.47,1567412,352
3413,Eritrea厄利垂亞,Africa,1960,39.31,1617015,366
3415,Eritrea厄利垂亞,Africa,1962,40.16,1666618,381
3417,Eritrea厄利垂亞,Africa,1964,40.97,1728098,416
3419,Eritrea厄利垂亞,Africa,1966,41.78,1789579,451
3421,Eritrea厄利垂亞,Africa,1968,42.58,1908293,478
3423,Eritrea厄利垂亞,Africa,1970,43.36,2084240,496
3425,Eritrea厄利垂亞,Africa,1972,44.14,2260187,514
3427,Eritrea厄利垂亞,Africa,1974,44.3,2361169,511
3429,Eritrea厄利垂亞,Africa,1976,44.46,2462151,507
3431,Eritrea厄利垂亞,Africa,1978,44.41,2537573,510
3433,Eritrea厄利垂亞,Africa,1980,44.15,2587435,517
3435,Eritrea厄利垂亞,Africa,1982,43.89,2637297,525
3437,Eritrea厄利垂亞,Africa,1984,44.92,2748762,523
3439,Eritrea厄利垂亞,Africa,1986,45.94,2860227,522
3441,Eritrea厄利垂亞,Africa,1988,47.16,3066455,533
3443,Eritrea厄利垂亞,Africa,1990,48.58,3367448,558
3445,Eritrea厄利垂亞,Africa,1992,49.99,3668440,583
3447,Eritrea厄利垂亞,Africa,1994,51.35,3824392,715
3449,Eritrea厄利垂亞,Africa,1996,52.7,3980343,847
3451,Eritrea厄利垂亞,Africa,1998,53.75,4129628,884
3453,Eritrea厄利垂亞,Africa,2000,54.5,4272247,825
3455,Eritrea厄利垂亞,Africa,2002,55.24,4414865,765
3457,Eritrea厄利垂亞,Africa,2004,56.36,4611553,716
3459,Eritrea厄利垂亞,Africa,2006,57.48,4808241,666
3461,Eritrea厄利垂亞,Africa,2008,60.95,4327868,617
3463,Eritrea厄利垂亞,Africa,2010,62.19,3170435,567
3465,Eritrea厄利垂亞,Africa,2012,63.24,3239388,517
3467,Eritrea厄利垂亞,Africa,2014,64.2,3308341,467
3469,Eritrea厄利垂亞,Africa,2016,65.11,3383539,418
3471,Eritrea厄利垂亞,Africa,2018,65.94,3464980,368
3473,Eritrea厄利垂亞,Africa,2020,66.75,3546421,350
3475,Eritrea厄利垂亞,Africa,2022,67.55,3685179,365
3477,Eritrea厄利垂亞,Africa,2024,68.36,3823938,381
3479,Eritrea厄利垂亞,Africa,2026,69.17,3962696,397
3481,Eritrea厄利垂亞,Africa,2028,69.97,4101455,413
3483,Eritrea厄利垂亞,Africa,2030,70.78,4240213,429
3485,Eritrea厄利垂亞,Africa,2032,71.58,4378971,445
3486,Ethiopia衣索比亞,Africa,1950,33.04,20799409,355
3488,Ethiopia衣索比亞,Africa,1952,34.08,20860941,362
3490,Ethiopia衣索比亞,Africa,1954,35.11,21282642,369
3492,Ethiopia衣索比亞,Africa,1956,36.15,22064511,376
3494,Ethiopia衣索比亞,Africa,1958,37.35,23281566,387
3496,Ethiopia衣索比亞,Africa,1960,38.7,24213469,403
3498,Ethiopia衣索比亞,Africa,1962,40.06,25145372,419
3500,Ethiopia衣索比亞,Africa,1964,40.88,26231342,458
3502,Ethiopia衣索比亞,Africa,1966,41.7,27317312,497
3504,Ethiopia衣索比亞,Africa,1968,42.4,28442312,526
3506,Ethiopia衣索比亞,Africa,1970,42.96,29606342,546
3508,Ethiopia衣索比亞,Africa,1972,43.52,30770372,566
3510,Ethiopia衣索比亞,Africa,1974,43.91,32309343,562
3512,Ethiopia衣索比亞,Africa,1976,44.31,33848314,559
3514,Ethiopia衣索比亞,Africa,1978,44.59,35316590,561
3516,Ethiopia衣索比亞,Africa,1980,44.75,36714173,569
3518,Ethiopia衣索比亞,Africa,1982,44.92,38111756,578
3520,Ethiopia衣索比亞,Africa,1984,45.62,40066866,576
3522,Ethiopia衣索比亞,Africa,1986,46.33,42021975,575
3524,Ethiopia衣索比亞,Africa,1988,46.97,44817336,543
3526,Ethiopia衣索比亞,Africa,1990,47.53,48452947,482
3528,Ethiopia衣索比亞,Africa,1992,48.09,52088559,421
3530,Ethiopia衣索比亞,Africa,1994,48.62,55197656,459
3532,Ethiopia衣索比亞,Africa,1996,49.14,58306753,497
3534,Ethiopia衣索比亞,Africa,1998,49.67,61478400,519
3536,Ethiopia衣索比亞,Africa,2000,50.2,64712599,524
3538,Ethiopia衣索比亞,Africa,2002,50.73,67946797,530
3540,Ethiopia衣索比亞,Africa,2004,51.61,71372833,594
3542,Ethiopia衣索比亞,Africa,2006,52.5,74798869,659
3544,Ethiopia衣索比亞,Africa,2008,59.58,80221246,683
3546,Ethiopia衣索比亞,Africa,2010,61.63,87639964,669
3548,Ethiopia衣索比亞,Africa,2012,63.28,92918162,654
3550,Ethiopia衣索比亞,Africa,2014,64.55,98196359,639
3552,Ethiopia衣索比亞,Africa,2016,65.48,103661084,624
3554,Ethiopia衣索比亞,Africa,2018,66.24,109312336,610
3556,Ethiopia衣索比亞,Africa,2020,66.98,114963588,500
3558,Ethiopia衣索比亞,Africa,2022,67.71,120959730,650
3560,Ethiopia衣索比亞,Africa,2024,68.45,126955872,790
3562,Ethiopia衣索比亞,Africa,2026,69.18,132952015,930
3564,Ethiopia衣索比亞,Africa,2028,69.92,138948157,1070
3566,Ethiopia衣索比亞,Africa,2030,70.66,144944299,1210
3568,Ethiopia衣索比亞,Africa,2032,71.39,150940441,1350
3569,Finland芬蘭,Europe,1950,66.17,4028968,5976
3571,Finland芬蘭,Europe,1952,66.55,4090500,6425
3573,Finland芬蘭,Europe,1954,66.93,4167966,6873
3575,Finland芬蘭,Europe,1956,67.3,4261366,7321
3577,Finland芬蘭,Europe,1958,67.74,4357489,7911
3579,Finland芬蘭,Europe,1960,68.25,4424466,8641
3581,Finland芬蘭,Europe,1962,68.75,4491443,9372
3583,Finland芬蘭,Europe,1964,69.18,4537163,9992
3585,Finland芬蘭,Europe,1966,69.61,4582884,10612
3587,Finland芬蘭,Europe,1968,70.04,4612527,11609
3589,Finland芬蘭,Europe,1970,70.45,4626092,12984
3591,Finland芬蘭,Europe,1972,70.87,4639657,14359
3593,Finland芬蘭,Europe,1974,71.53,4679355,14857
3595,Finland芬蘭,Europe,1976,72.19,4719053,15356
3597,Finland芬蘭,Europe,1978,72.93,4756508,16191
3599,Finland芬蘭,Europe,1980,73.74,4791721,17362
3601,Finland芬蘭,Europe,1982,74.55,4826933,18533
3603,Finland芬蘭,Europe,1984,74.66,4868851,19576
3605,Finland芬蘭,Europe,1986,74.77,4910770,20619
3607,Finland芬蘭,Europe,1988,75.0,4953591,21042
3609,Finland芬蘭,Europe,1990,75.35,4997315,20845
3611,Finland芬蘭,Europe,1992,75.7,5041039,20647
3613,Finland芬蘭,Europe,1994,76.27,5078386,21878
3615,Finland芬蘭,Europe,1996,76.84,5115733,23109
3617,Finland芬蘭,Europe,1998,77.38,5146133,24620
3619,Finland芬蘭,Europe,2000,77.87,5169586,26412
3621,Finland芬蘭,Europe,2002,78.37,5193039,28205
3623,Finland芬蘭,Europe,2004,78.75,5211207,30206
3625,Finland芬蘭,Europe,2006,79.12,5229376,32207
3627,Finland芬蘭,Europe,2008,79.57,5280901,34543
3629,Finland芬蘭,Europe,2010,79.87,5365782,37216
3631,Finland芬蘭,Europe,2012,80.63,5411918,39888
3633,Finland芬蘭,Europe,2014,81.18,5458054,42560
3635,Finland芬蘭,Europe,2016,81.43,5493042,45233
3637,Finland芬蘭,Europe,2018,81.73,5516881,47905
3639,Finland芬蘭,Europe,2020,81.94,5540720,45100
3641,Finland芬蘭,Europe,2022,82.14,5548683,48300
3643,Finland芬蘭,Europe,2024,82.35,5556647,49900
3645,Finland芬蘭,Europe,2026,82.55,5564610,51500
3647,Finland芬蘭,Europe,2028,82.76,5572574,53100
3649,Finland芬蘭,Europe,2030,82.96,5580537,54700
3651,Finland芬蘭,Europe,2032,83.17,5588500,56300
3652,France法國,Europe,1950,66.8,42398135,6377
3654,France法國,Europe,1952,67.41,42459667,7030
3656,France法國,Europe,1954,68.02,42860672,7683
3658,France法國,Europe,1956,68.63,43601151,8336
3660,France法國,Europe,1958,69.25,44873490,9042
3662,France法國,Europe,1960,69.88,45998745,9801
3664,France法國,Europe,1962,70.51,47124000,10560
3666,France法國,Europe,1964,70.93,48102000,11536
3668,France法國,Europe,1966,71.34,49080000,12512
3670,France法國,Europe,1968,71.72,50001600,13621
3672,France法國,Europe,1970,72.05,50866800,14864
3674,France法國,Europe,1972,72.38,51732000,16107
3676,France法國,Europe,1974,72.96,52305208,16981
3678,France法國,Europe,1976,73.54,52878415,17856
3680,France法國,Europe,1978,74.04,53418728,18693
3682,France法國,Europe,1980,74.47,53926147,19493
3684,France法國,Europe,1982,74.89,54433565,20294
3686,France法國,Europe,1984,75.47,54912179,21003
3688,France法國,Europe,1986,76.05,55390793,21712
3690,France法國,Europe,1988,76.56,55978916,22594
3692,France法國,Europe,1990,77.01,56676547,23649
3694,France法國,Europe,1992,77.46,57374179,24704
3696,France法國,Europe,1994,77.93,57873879,25178
3698,France法國,Europe,1996,78.4,58373578,25653
3700,France法國,Europe,1998,78.83,58883749,26497
3702,France法國,Europe,2000,79.21,59404392,27712
3704,France法國,Europe,2002,79.59,59925035,28926
3706,France法國,Europe,2004,80.02,60388587,29544
3708,France法國,Europe,2006,80.44,60852140,30161
3710,France法國,Europe,2008,81.21,61682454,31624
3712,France法國,Europe,2010,81.66,62879530,33932
3714,France法國,Europe,2012,81.97,63508998,36240
3716,France法國,Europe,2014,82.72,64138466,38548
3718,France法國,Europe,2016,82.57,64617262,40856
3720,France法國,Europe,2018,82.72,64945387,43163
3722,France法國,Europe,2020,83.02,65273511,41800
3724,France法國,Europe,2022,83.32,65557949,43400
3726,France法國,Europe,2024,83.62,65842387,45000
3728,France法國,Europe,2026,83.91,66126826,46600
3730,France法國,Europe,2028,84.21,66411264,48200
3732,France法國,Europe,2030,84.51,66695702,49800
3734,France法國,Europe,2032,84.81,66980140,51400
3735,Gabon加彭,Africa,1950,36.2,359170,4020
3737,Gabon加彭,Africa,1952,37.0,420702,4293
3739,Gabon加彭,Africa,1954,37.8,454309,4567
3741,Gabon加彭,Africa,1956,38.6,459989,4840
3743,Gabon加彭,Africa,1958,39.3,439055,5307
3745,Gabon加彭,Africa,1960,39.89,447358,5969
3747,Gabon加彭,Africa,1962,40.49,455661,6631
3749,Gabon加彭,Africa,1964,42.13,468998,7322
3751,Gabon加彭,Africa,1966,43.78,482335,8013
3753,Gabon加彭,Africa,1968,45.42,498799,8967
3755,Gabon加彭,Africa,1970,47.05,518388,10185
3757,Gabon加彭,Africa,1972,48.69,537977,11402
3759,Gabon加彭,Africa,1974,50.33,605333,15539
3761,Gabon加彭,Africa,1976,51.97,672689,19677
3763,Gabon加彭,Africa,1978,53.54,715868,20419
3765,Gabon加彭,Africa,1980,55.05,734871,17766
3767,Gabon加彭,Africa,1982,56.56,753874,15113
3769,Gabon加彭,Africa,1984,58.01,804483,13814
3771,Gabon加彭,Africa,1986,59.46,855092,12514
3773,Gabon加彭,Africa,1988,60.43,901465,12196
3775,Gabon加彭,Africa,1990,60.9,943602,12859
3777,Gabon加彭,Africa,1992,61.37,985739,13522
3779,Gabon加彭,Africa,1994,61.0,1041919,14002
3781,Gabon加彭,Africa,1996,60.64,1098099,14483
3783,Gabon加彭,Africa,1998,59.72,1160812,14283
3785,Gabon加彭,Africa,2000,58.24,1230058,13402
3787,Gabon加彭,Africa,2002,56.76,1299304,12522
3789,Gabon加彭,Africa,2004,56.75,1361529,12796
3791,Gabon加彭,Africa,2006,56.74,1423754,13070
3793,Gabon加彭,Africa,2008,59.9,1511291,12867
3795,Gabon加彭,Africa,2010,61.4,1624140,12187
3797,Gabon加彭,Africa,2012,62.92,1753558,11507
3799,Gabon加彭,Africa,2014,64.32,1882977,10828
3801,Gabon加彭,Africa,2016,65.42,2003296,10148
3803,Gabon加彭,Africa,2018,66.19,2114515,9469
3805,Gabon加彭,Africa,2020,66.88,2225734,8900
3807,Gabon加彭,Africa,2022,67.58,2329477,9200
3809,Gabon加彭,Africa,2024,68.28,2433221,9400
3811,Gabon加彭,Africa,2026,68.97,2536964,9600
3813,Gabon加彭,Africa,2028,69.67,2640708,9800
3815,Gabon加彭,Africa,2030,70.36,2744451,10000
3817,Gabon加彭,Africa,2032,71.06,2848194,10200
3818,Gambia甘比亞,Africa,1950,29.17,222788,471
3820,Gambia甘比亞,Africa,1952,30.0,284320,485
3822,Gambia甘比亞,Africa,1954,30.83,322852,500
3824,Gambia甘比亞,Africa,1956,31.65,338384,514
3826,Gambia甘比亞,Africa,1958,32.43,333324,537
3828,Gambia甘比亞,Africa,1960,33.16,353672,568
3830,Gambia甘比亞,Africa,1962,33.9,374020,600
3832,Gambia甘比亞,Africa,1964,34.68,400249,654
3834,Gambia甘比亞,Africa,1966,35.46,426478,708
3836,Gambia甘比亞,Africa,1968,36.35,455095,739
3838,Gambia甘比亞,Africa,1970,37.33,486098,748
3840,Gambia甘比亞,Africa,1972,38.31,517101,756
3842,Gambia甘比亞,Africa,1974,39.72,553570,808
3844,Gambia甘比亞,Africa,1976,41.14,590039,859
3846,Gambia甘比亞,Africa,1978,42.59,629724,875
3848,Gambia甘比亞,Africa,1980,44.08,672623,855
3850,Gambia甘比亞,Africa,1982,45.58,715523,836
3852,Gambia甘比亞,Africa,1984,47.05,768676,746
3854,Gambia甘比亞,Africa,1986,48.53,821829,656
3856,Gambia甘比亞,Africa,1988,49.94,883802,622
3858,Gambia甘比亞,Africa,1990,51.29,954593,644
3860,Gambia甘比亞,Africa,1992,52.64,1025384,666
3862,Gambia甘比亞,Africa,1994,53.93,1109537,661
3864,Gambia甘比亞,Africa,1996,55.22,1193690,656
3866,Gambia甘比亞,Africa,1998,56.3,1280167,655
3868,Gambia甘比亞,Africa,2000,57.17,1368966,658
3870,Gambia甘比亞,Africa,2002,58.04,1457766,661
3872,Gambia甘比亞,Africa,2004,58.6,1550003,697
3874,Gambia甘比亞,Africa,2006,59.17,1642240,734
3876,Gambia甘比亞,Africa,2008,59.01,1723305,757
3878,Gambia甘比亞,Africa,2010,59.64,1793196,767
3880,Gambia甘比亞,Africa,2012,60.18,1910262,776
3882,Gambia甘比亞,Africa,2014,60.67,2027327,786
3884,Gambia甘比亞,Africa,2016,61.17,2152022,795
3886,Gambia甘比亞,Africa,2018,61.74,2284345,805
3888,Gambia甘比亞,Africa,2020,62.33,2416668,700
3890,Gambia甘比亞,Africa,2022,62.92,2567471,805
3892,Gambia甘比亞,Africa,2024,63.51,2718275,855
3894,Gambia甘比亞,Africa,2026,64.1,2869078,905
3896,Gambia甘比亞,Africa,2028,64.69,3019882,955
3898,Gambia甘比亞,Africa,2030,65.28,3170685,1005
3900,Gambia甘比亞,Africa,2032,65.87,3321488,1055
3901,Germany德國,Europe,1950,66.86,69084420,5927
3903,Germany德國,Europe,1952,67.5,69145952,7144
3905,Germany德國,Europe,1954,68.14,69551342,8362
3907,Germany德國,Europe,1956,68.78,70300588,9579
3909,Germany德國,Europe,1958,69.34,71563079,10731
3911,Germany德國,Europe,1960,69.82,72651098,11817
3913,Germany德國,Europe,1962,70.3,73739117,12902
3915,Germany德國,Europe,1964,70.5,74790851,13640
3917,Germany德國,Europe,1966,70.7,75842586,14377
3919,Germany德國,Europe,1968,70.84,76838180,15400
3921,Germany德國,Europe,1970,70.92,77777634,16708
3923,Germany德國,Europe,1972,71.0,78717088,18016
3925,Germany德國,Europe,1974,71.6,78494562,19015
3927,Germany德國,Europe,1976,72.2,78272036,20014
3929,Germany德國,Europe,1978,72.76,78195672,20817
3931,Germany德國,Europe,1980,73.28,78265469,21424
3933,Germany德國,Europe,1982,73.8,78335266,22032
3935,Germany德國,Europe,1984,74.22,78088479,23075
3937,Germany德國,Europe,1986,74.64,77841692,24118
3939,Germany德國,Europe,1988,75.09,78294191,25012
3941,Germany德國,Europe,1990,75.58,79445978,25759
3943,Germany德國,Europe,1992,76.07,80597764,26505
3945,Germany德國,Europe,1994,76.58,81163088,27019
3947,Germany德國,Europe,1996,77.09,81728411,27532
3949,Germany德國,Europe,1998,77.61,82078993,28238
3951,Germany德國,Europe,2000,78.14,82214832,29137
3953,Germany德國,Europe,2002,78.67,82350671,30036
3955,Germany德國,Europe,2004,78.96,82370801,30890
3957,Germany德國,Europe,2006,79.26,82390931,31743
3959,Germany德國,Europe,2008,79.74,81876331,33459
3961,Germany德國,Europe,2010,79.99,80827002,36035
3963,Germany德國,Europe,2012,80.54,81211166,38611
3965,Germany德國,Europe,2014,81.09,81595329,41187
3967,Germany德國,Europe,2016,80.99,82186717,43764
3969,Germany德國,Europe,2018,80.89,82985330,46340
3971,Germany德國,Europe,2020,80.69,83783942,46500
3973,Germany德國,Europe,2022,80.49,83654282,48100
3975,Germany德國,Europe,2024,80.29,83524623,49900
3977,Germany德國,Europe,2026,80.09,83394963,51700
3979,Germany德國,Europe,2028,79.89,83265304,53500
3981,Germany德國,Europe,2030,79.69,83135644,55300
3983,Germany德國,Europe,2032,79.49,83005984,57100
3984,Ghana迦納,Africa,1950,42.5,5519469,858
3986,Ghana迦納,Africa,1952,43.15,5581001,911
3988,Ghana迦納,Africa,1954,43.8,5773825,964
3990,Ghana迦納,Africa,1956,44.45,6097939,1017
3992,Ghana迦納,Africa,1958,45.11,6584080,1073
3994,Ghana迦納,Africa,1960,45.78,6969664,1131
3996,Ghana迦納,Africa,1962,46.45,7355248,1190
3998,Ghana迦納,Africa,1964,47.1,7809234,1164
4000,Ghana迦納,Africa,1966,47.75,8263220,1139
4002,Ghana迦納,Africa,1968,48.43,8662994,1136
4004,Ghana迦納,Africa,1970,49.15,9008557,1157
4006,Ghana迦納,Africa,1972,49.88,9354120,1178
4008,Ghana迦納,Africa,1974,50.63,9827709,1104
4010,Ghana迦納,Africa,1976,51.38,10301298,1030
4012,Ghana迦納,Africa,1978,52.15,10710542,970
4014,Ghana迦納,Africa,1980,52.95,11055440,923
4016,Ghana迦納,Africa,1982,53.74,11400338,876
4018,Ghana迦納,Africa,1984,54.54,12507443,864
4020,Ghana迦納,Africa,1986,55.33,13614548,853
4022,Ghana迦納,Africa,1988,56.08,14590228,863
4024,Ghana迦納,Africa,1990,56.79,15434483,894
4026,Ghana迦納,Africa,1992,57.5,16278738,925
4028,Ghana迦納,Africa,1994,57.92,17134558,957
4030,Ghana迦納,Africa,1996,58.35,17990378,989
4032,Ghana迦納,Africa,1998,58.54,18844781,1027
4034,Ghana迦納,Africa,2000,58.49,19697766,1069
4036,Ghana迦納,Africa,2002,58.45,20550751,1112
4038,Ghana迦納,Africa,2004,59.08,21479786,1198
4040,Ghana迦納,Africa,2006,59.71,22408821,1284
4042,Ghana迦納,Africa,2008,60.22,23508765,1374
4044,Ghana迦納,Africa,2010,61.03,24779619,1467
4046,Ghana迦納,Africa,2012,61.72,26007453,1560
4048,Ghana迦納,Africa,2014,62.42,27235288,1652
4050,Ghana迦納,Africa,2016,63.12,28493952,1745
4052,Ghana迦納,Africa,2018,63.78,29783446,1838
4054,Ghana迦納,Africa,2020,64.41,31072940,1700
4056,Ghana迦納,Africa,2022,65.05,32425036,1950
4058,Ghana迦納,Africa,2024,65.68,33777132,2250
4060,Ghana迦納,Africa,2026,66.32,35129227,2550
4062,Ghana迦納,Africa,2028,66.95,36481323,2850
4064,Ghana迦納,Africa,2030,67.58,37833419,3150
4066,Ghana迦納,Africa,2032,68.22,39185515,3450
4067,Greece希臘,Europe,1950,65.06,7671718,2976
4069,Greece希臘,Europe,1952,65.86,7733250,3531
4071,Greece希臘,Europe,1954,66.66,7836610,4085
4073,Greece希臘,Europe,1956,67.46,7981797,4639
4075,Greece希臘,Europe,1958,68.19,8166621,5136
4077,Greece希臘,Europe,1960,68.85,8307427,5577
4079,Greece希臘,Europe,1962,69.51,8448233,6017
4081,Greece希臘,Europe,1964,70.11,8555516,7016
4083,Greece希臘,Europe,1966,70.7,8662799,8014
4085,Greece希臘,Europe,1968,71.27,8750878,9355
4087,Greece希臘,Europe,1970,71.8,8819753,11040
4089,Greece希臘,Europe,1972,72.34,8888628,12725
4091,Greece希臘,Europe,1974,72.88,9056568,13313
4093,Greece希臘,Europe,1976,73.41,9224509,13901
4095,Greece希臘,Europe,1978,73.99,9404079,14410
4097,Greece希臘,Europe,1980,74.62,9595280,14839
4099,Greece希臘,Europe,1982,75.24,9786480,15268
4101,Greece希臘,Europe,1984,75.81,9861684,15609
4103,Greece希臘,Europe,1986,76.38,9936888,15950
4105,Greece希臘,Europe,1988,76.74,10044678,16405
4107,Greece希臘,Europe,1990,76.89,10185053,16973
4109,Greece希臘,Europe,1992,77.03,10325429,17541
4111,Greece希臘,Europe,1994,77.37,10396206,18024
4113,Greece希臘,Europe,1996,77.7,10466983,18506
4115,Greece希臘,Europe,1998,77.95,10522670,19501
4117,Greece希臘,Europe,2000,78.1,10563267,21008
4119,Greece希臘,Europe,2002,78.26,10603863,22514
4121,Greece希臘,Europe,2004,78.75,10644834,24524
4123,Greece希臘,Europe,2006,79.24,10685805,26534
4125,Greece希臘,Europe,2008,79.94,10766739,27246
4127,Greece希臘,Europe,2010,80.39,10887637,26660
4129,Greece希臘,Europe,2012,80.63,10796482,26074
4131,Greece希臘,Europe,2014,81.39,10705327,25488
4133,Greece希臘,Europe,2016,81.39,10612411,24903
4135,Greece希臘,Europe,2018,81.79,10517732,24317
4137,Greece希臘,Europe,2020,82.79,10423054,22500
4139,Greece希臘,Europe,2022,83.79,10321893,23900
4141,Greece希臘,Europe,2024,84.79,10220732,25300
4143,Greece希臘,Europe,2026,85.79,10119572,26700
4145,Greece希臘,Europe,2028,86.79,10018411,28100
4147,Greece希臘,Europe,2030,87.79,9917250,29500
4149,Greece希臘,Europe,2032,88.79,9816089,30900
4150,Guatemala瓜地馬拉,Americas,1950,41.18,3084849,2353
4152,Guatemala瓜地馬拉,Americas,1952,42.02,3146381,2428
4154,Guatemala瓜地馬拉,Americas,1954,42.87,3276046,2504
4156,Guatemala瓜地馬拉,Americas,1956,43.72,3473844,2579
4158,Guatemala瓜地馬拉,Americas,1958,44.7,3754472,2644
4160,Guatemala瓜地馬拉,Americas,1960,45.83,3981665,2697
4162,Guatemala瓜地馬拉,Americas,1962,46.95,4208858,2750
4164,Guatemala瓜地馬拉,Americas,1964,48.18,4401624,2947
4166,Guatemala瓜地馬拉,Americas,1966,49.4,4594390,3144
4168,Guatemala瓜地馬拉,Americas,1968,50.76,4782535,3400
4170,Guatemala瓜地馬拉,Americas,1970,52.25,4966058,3716
4172,Guatemala瓜地馬拉,Americas,1972,53.74,5149581,4031
4174,Guatemala瓜地馬拉,Americas,1974,54.65,5371121,4371
4176,Guatemala瓜地馬拉,Americas,1976,55.57,5592660,4710
4178,Guatemala瓜地馬拉,Americas,1978,56.45,5841870,4868
4180,Guatemala瓜地馬拉,Americas,1980,57.29,6118750,4844
4182,Guatemala瓜地馬拉,Americas,1982,58.14,6395630,4820
4184,Guatemala瓜地馬拉,Americas,1984,59.2,6767940,4591
4186,Guatemala瓜地馬拉,Americas,1986,60.25,7140251,4361
4188,Guatemala瓜地馬拉,Americas,1988,61.3,7558515,4285
4190,Guatemala瓜地馬拉,Americas,1990,62.34,8022732,4362
4192,Guatemala瓜地馬拉,Americas,1992,63.37,8486949,4439
4194,Guatemala瓜地馬拉,Americas,1994,64.55,9013719,4537
4196,Guatemala瓜地馬拉,Americas,1996,65.73,9540490,4635
4198,Guatemala瓜地馬拉,Americas,1998,66.85,10078830,4719
4200,Guatemala瓜地馬拉,Americas,2000,67.92,10628740,4789
4202,Guatemala瓜地馬拉,Americas,2002,68.98,11178650,4858
4204,Guatemala瓜地馬拉,Americas,2004,69.49,11736361,4989
4206,Guatemala瓜地馬拉,Americas,2006,70.0,12294072,5121
4208,Guatemala瓜地馬拉,Americas,2008,70.75,13258758,5038
4210,Guatemala瓜地馬拉,Americas,2010,71.48,14630417,4743
4212,Guatemala瓜地馬拉,Americas,2012,72.24,15279222,4447
4214,Guatemala瓜地馬拉,Americas,2014,72.94,15928027,4152
4216,Guatemala瓜地馬拉,Americas,2016,73.54,16585057,3856
4218,Guatemala瓜地馬拉,Americas,2018,74.06,17250312,3561
4220,Guatemala瓜地馬拉,Americas,2020,74.57,17915568,3340
4222,Guatemala瓜地馬拉,Americas,2022,75.08,18574967,3490
4224,Guatemala瓜地馬拉,Americas,2024,75.58,19234365,3670
4226,Guatemala瓜地馬拉,Americas,2026,76.09,19893764,3850
4228,Guatemala瓜地馬拉,Americas,2028,76.59,20553162,4030
4230,Guatemala瓜地馬拉,Americas,2030,77.1,21212561,4210
4232,Guatemala瓜地馬拉,Americas,2032,77.61,21871960,4390
4233,Guinea幾內亞,Africa,1950,33.23,2602717,484
4235,Guinea幾內亞,Africa,1952,33.61,2664249,510
4237,Guinea幾內亞,Africa,1954,33.99,2737511,537
4239,Guinea幾內亞,Africa,1956,34.37,2822501,563
4241,Guinea幾內亞,Africa,1958,34.8,2929381,598
4243,Guinea幾內亞,Africa,1960,35.28,3034692,642
4245,Guinea幾內亞,Africa,1962,35.75,3140003,686
4247,Guinea幾內亞,Africa,1964,36.33,3264569,695
4249,Guinea幾內亞,Africa,1966,36.91,3389135,704
4251,Guinea幾內亞,Africa,1968,37.53,3523412,715
4253,Guinea幾內亞,Africa,1970,38.18,3667399,729
4255,Guinea幾內亞,Africa,1972,38.84,3811387,742
