,country,continent,year,lifeExp,pop,gdpPercap
4077,Greece希臘,Europe,1960,68.85,8307427,5577
4087,Greece希臘,Europe,1970,71.8,8819753,11040
4097,Greece希臘,Europe,1980,74.62,9595280,14839
4107,Greece希臘,Europe,1990,76.89,10185053,16973
4117,Greece希臘,Europe,2000,78.1,10563267,21008
4127,Greece希臘,Europe,2010,80.39,10887637,26660
4137,Greece希臘,Europe,2020,82.79,10423054,22500
4147,Greece希臘,Europe,2030,87.79,9917250,29500
4150,Guatemala瓜地馬拉,Americas,1950,41.18,3084849,2353
4160,Guatemala瓜地馬拉,Americas,1960,45.83,3981665,2697
4170,Guatemala瓜地馬拉,Americas,1970,52.25,4966058,3716
4180,Guatemala瓜地馬拉,Americas,1980,57.29,6118750,4844
4190,Guatemala瓜地馬拉,Americas,1990,62.34,8022732,4362
4200,Guatemala瓜地馬拉,Americas,2000,67.92,10628740,4789
4210,Guatemala瓜地馬拉,Americas,2010,71.48,14630417,4743
4220,Guatemala瓜地馬拉,Americas,2020,74.57,17915568,3340
4230,Guatemala瓜地馬拉,Americas,2030,77.1,21212561,4210
4233,Guinea幾內亞,Africa,1950,33.23,2602717,484
4243,Guinea幾內亞,Africa,1960,35.28,3034692,642
4253,Guinea幾內亞,Africa,1970,38.18,3667399,729
4263,Guinea幾內亞,Africa,1980,42.04,4517109,864
4273,Guinea幾內亞,Africa,1990,47.37,6454449,799
4283,Guinea幾內亞,Africa,2000,52.79,8504224,915
4293,Guinea幾內亞,Africa,2010,56.86,10192176,937
4303,Guinea幾內亞,Africa,2020,62.14,13132795,800
4313,Guinea幾內亞,Africa,2030,66.93,17020915,1590
4316,Guinea-Bissau幾內亞比索,Africa,1950,32.1,519121,247
4326,Guinea-Bissau幾內亞比索,Africa,1960,34.09,617130,486
4336,Guinea-Bissau幾內亞比索,Africa,1970,36.09,615731,778
4346,Guinea-Bissau幾內亞比索,Africa,1980,38.58,793683,809
4356,Guinea-Bissau幾內亞比索,Africa,1990,42.46,1001572,742
4366,Guinea-Bissau幾內亞比索,Africa,2000,45.25,1276959,664
4376,Guinea-Bissau幾內亞比索,Africa,2010,54.63,1522599,593
4386,Guinea-Bissau幾內亞比索,Africa,2020,58.66,1968001,585
4396,Guinea-Bissau幾內亞比索,Africa,2030,61.96,2461208,810
4399,Haiti海地,Americas,1950,36.33,3139956,1886
4409,Haiti海地,Americas,1960,42.43,3731158,1769
4419,Haiti海地,Americas,1970,47.32,4546235,1573
4429,Haiti海地,Americas,1980,50.85,5082461,1956
4439,Haiti海地,Americas,1990,54.51,6098490,1603
4449,Haiti海地,Americas,2000,57.55,7330009,1299
4459,Haiti海地,Americas,2010,60.51,9949322,1080
4469,Haiti海地,Americas,2020,64.4,11402528,695
4479,Haiti海地,Americas,2030,68.1,12733238,779
4482,Honduras宏都拉斯,Americas,1950,40.81,1455921,2185
4492,Honduras宏都拉斯,Americas,1960,46.69,1962253,2263
4502,Honduras宏都拉斯,Americas,1970,52.7,2779363,2533
4512,Honduras宏都拉斯,Americas,1980,59.51,3423763,3154
4522,Honduras宏都拉斯,Americas,1990,65.64,4795289,3058
4532,Honduras宏都拉斯,Americas,2000,68.2,6353580,3124
4542,Honduras宏都拉斯,Americas,2010,73.32,8317470,3222
4552,Honduras宏都拉斯,Americas,2020,75.47,9904607,2080
4562,Honduras宏都拉斯,Americas,2030,77.37,11449249,2730
4565,"Hong Kong, China香港",Asia,1950,59.44,2064368,2825
4575,"Hong Kong, China香港",Asia,1960,66.49,3077640,4267
4585,"Hong Kong, China香港",Asia,1970,71.2,3958540,7469
4595,"Hong Kong, China香港",Asia,1980,74.71,4992180,13211
4605,"Hong Kong, China香港",Asia,1990,77.04,5731622,22870
4615,"Hong Kong, China香港",Asia,2000,80.9,6655853,29476
4625,"Hong Kong, China香港",Asia,2010,82.98,6966331,39283
4635,"Hong Kong, China香港",Asia,2020,85.44,7496981,36060
4645,"Hong Kong, China香港",Asia,2030,87.98,8018670,49179
4648,Hungary匈牙利,Europe,1950,63.08,9442468,4953
4658,Hungary匈牙利,Europe,1960,67.34,9973400,6946
4668,Hungary匈牙利,Europe,1970,69.66,10325823,9832
4678,Hungary匈牙利,Europe,1980,69.61,10678189,12198
4688,Hungary匈牙利,Europe,1990,69.33,10454306,11516
4698,Hungary匈牙利,Europe,2000,71.97,10147861,13591
4708,Hungary匈牙利,Europe,2010,74.21,9927370,17873
4718,Hungary匈牙利,Europe,2020,76.56,9660351,16200
4728,Hungary匈牙利,Europe,2030,79.05,9338446,28800
4731,Iceland冰島,Europe,1950,72.1,86430,6477
4741,Iceland冰島,Europe,1960,73.6,175276,9908
4751,Iceland冰島,Europe,1970,74.17,205035,14807
4761,Iceland冰島,Europe,1980,76.64,229127,21824
4771,Iceland冰島,Europe,1990,78.15,253278,25856
4781,Iceland冰島,Europe,2000,79.88,281295,29922
4791,Iceland冰島,Europe,2010,81.9,320328,39969
4801,Iceland冰島,Europe,2020,83.26,341243,49000
4811,Iceland冰島,Europe,2030,85.26,359711,60000
4814,India印度,Asia,1950,36.22,371938468,529
4824,India印度,Asia,1960,42.26,436000000,631
4834,India印度,Asia,1970,49.27,542600000,715
4844,India印度,Asia,1980,55.64,678400000,839
4854,India印度,Asia,1990,59.56,838400000,1089
4864,India印度,Asia,2000,62.43,1004103528,1632
4874,India印度,Asia,2010,66.69,1234281170,2381
4884,India印度,Asia,2020,69.92,1380004385,1900
4894,India印度,Asia,2030,72.43,1503642322,4080
4897,Indonesia印尼,Asia,1950,36.49,81990468,706
4907,Indonesia印尼,Asia,1960,41.48,95466400,853
4917,Indonesia印尼,Asia,1970,47.91,116506400,972
4927,Indonesia印尼,Asia,1980,54.78,146695800,1463
4937,Indonesia印尼,Asia,1990,61.66,178600000,2129
4947,Indonesia印尼,Asia,2000,67.57,206347200,2972
4957,Indonesia印尼,Asia,2010,69.21,241834215,3768
4967,Indonesia印尼,Asia,2020,71.96,273523615,4200
4977,Indonesia印尼,Asia,2030,74.23,299198430,6700
4980,Iran伊朗,Asia,1950,43.94,17210468,2933
4990,Iran伊朗,Asia,1960,48.47,21641200,3829
5000,Iran伊朗,Asia,1970,54.13,28983600,8131
5010,Iran伊朗,Asia,1980,58.85,40035922,9320
5020,Iran伊朗,Asia,1990,64.66,56994662,6999
5030,Iran伊朗,Asia,2000,68.89,65475890,8850
5040,Iran伊朗,Asia,2010,73.91,73762519,10441
5050,Iran伊朗,Asia,2020,76.9,83992949,6500
5060,Iran伊朗,Asia,2030,78.98,92663708,10300
5063,Iraq伊拉克,Asia,1950,44.07,5380234,3290
5073,Iraq伊拉克,Asia,1960,50.25,6843613,7497
5083,Iraq伊拉克,Asia,1970,55.95,9444616,9318
5093,Iraq伊拉克,Asia,1980,61.39,13257157,14586
5103,Iraq伊拉克,Asia,1990,61.69,17334419,6905
5113,Iraq伊拉克,Asia,2000,57.75,22711371,3865
5123,Iraq伊拉克,Asia,2010,68.57,29741976,4751
5133,Iraq伊拉克,Asia,2020,70.77,40222493,5350
5143,Iraq伊拉克,Asia,2030,72.37,50193756,9100
5146,Ireland愛爾蘭,Europe,1950,66.11,2890624,5055
5156,Ireland愛爾蘭,Europe,1960,69.73,2849288,6219
5166,Ireland愛爾蘭,Europe,1970,71.2,2974680,8781
5176,Ireland愛爾蘭,Europe,1980,72.67,3396760,12031
5186,Ireland愛爾蘭,Europe,1990,75.02,3550617,16084
5196,Ireland愛爾蘭,Europe,2000,77.12,3794386,30255
5206,Ireland愛爾蘭,Europe,2010,80.74,4554321,50433
5216,Ireland愛爾蘭,Europe,2020,82.46,4937786,77000
5226,Ireland愛爾蘭,Europe,2030,83.46,5248041,92000
5229,Israel以色列,Asia,1950,64.41,1559382,3567
5239,Israel以色列,Asia,1960,68.77,2164303,6417
5249,Israel以色列,Asia,1970,71.28,2934970,11030
5259,Israel以色列,Asia,1980,73.89,3713420,14543
5269,Israel以色列,Asia,1990,76.4,4643189,17680
5279,Israel以色列,Asia,2000,79.13,5830272,21502
5289,Israel以色列,Asia,2010,81.6,7346446,27966
5299,Israel以色列,Asia,2020,83.3,8655535,33042
5309,Israel以色列,Asia,2030,85.82,9979698,48414
5312,Italy意大利,Europe,1950,65.19,47604468,4405
5322,Italy意大利,Europe,1960,68.67,50178720,7446
5332,Italy意大利,Europe,1970,71.74,53686178,11371
5342,Italy意大利,Europe,1980,74.38,56345080,15625
5352,Italy意大利,Europe,1990,77.03,56796389,20891
5362,Italy意大利,Europe,2000,79.67,57747987,26651
5372,Italy意大利,Europe,2010,82.04,59325229,30331
5382,Italy意大利,Europe,2020,84.15,60461826,33800
5392,Italy意大利,Europe,2030,88.15,59031475,40000
5395,Jamaica牙買加,Americas,1950,56.9,1364563,2155
5405,Jamaica牙買加,Americas,1960,64.41,1613113,5050
5415,Jamaica牙買加,Americas,1970,68.4,1943008,6910
5425,Jamaica牙買加,Americas,1980,70.77,2241711,6301
5435,Jamaica牙買加,Americas,1990,71.77,2357813,6983
5445,Jamaica牙買加,Americas,2000,72.13,2611320,7046
5455,Jamaica牙買加,Americas,2010,74.04,2810460,6707
5465,Jamaica牙買加,Americas,2020,74.57,2961167,4500
5475,Jamaica牙買加,Americas,2030,75.58,3047974,6000
5478,Japan日本,Asia,1950,62.04,86397493,2777
5488,Japan日本,Asia,1960,67.44,94124258,5673
5498,Japan日本,Asia,1970,72.62,104643075,12806
5508,Japan日本,Asia,1980,76.42,116621974,18275
5518,Japan日本,Asia,1990,79.08,123434091,25045
5528,Japan日本,Asia,2000,81.48,126622104,28689
5538,Japan日本,Asia,2010,82.84,128542353,36039
5548,Japan日本,Asia,2020,84.43,126476461,47200
5558,Japan日本,Asia,2030,85.55,120758057,56300
5561,Jordan約旦,Asia,1950,42.15,546382,1411
5571,Jordan約旦,Asia,1960,47.14,858759,2163
5581,Jordan約旦,Asia,1970,54.57,1470154,2363
5591,Jordan約旦,Asia,1980,62.7,2183279,3638
5601,Jordan約旦,Asia,1990,67.16,3448462,3838
5611,Jordan約旦,Asia,2000,70.67,4994976,3765
5621,Jordan約旦,Asia,2010,73.43,7261539,4211
5631,Jordan約旦,Asia,2020,74.63,10203134,3000
5641,Jordan約旦,Asia,2030,75.76,10655181,4450
5644,Kenya肯亞,Africa,1950,41.3,6067753,817
5654,Kenya肯亞,Africa,1960,46.64,8189046,916
5664,Kenya肯亞,Africa,1970,52.4,11303476,1156
5674,Kenya肯亞,Africa,1980,57.72,16397033,1316
5684,Kenya肯亞,Africa,1990,59.31,23491556,1350
5694,Kenya肯亞,Africa,2000,52.36,30137636,1317
5704,Kenya肯亞,Africa,2010,60.96,42030676,1407
5714,Kenya肯亞,Africa,2020,67.21,53771296,1090
5724,Kenya肯亞,Africa,2030,71.54,66449654,2310
5727,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1950,48.45,8469195,895
5737,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1960,55.63,10315049,1601
5747,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1970,62.37,13915548,3078
5757,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1980,68.32,17118639,4106
5767,"Korea, Dem. Rep.北韓(朝鮮)",Asia,1990,70.25,20053847,3878
5777,"Korea, Dem. Rep.北韓(朝鮮)",Asia,2000,67.09,21963261,1664
5787,"Korea, Dem. Rep.北韓(朝鮮)",Asia,2010,69.57,24550443,1603
5797,"Korea, Dem. Rep.北韓(朝鮮)",Asia,2020,72.47,25990112,1723
5807,"Korea, Dem. Rep.北韓(朝鮮)",Asia,2030,74.32,27988434,2160
5810,"Korea, Rep.韓國",Asia,1950,45.36,20551278,848
5820,"Korea, Rep.韓國",Asia,1960,54.25,24896805,1517
5830,"Korea, Rep.韓國",Asia,1970,60.65,32155400,2630
5840,"Korea, Rep.韓國",Asia,1980,66.18,38170000,5237
5850,"Korea, Rep.韓國",Asia,1990,71.27,42932070,10676
5860,"Korea, Rep.韓國",Asia,2000,76.09,47251016,17938
5870,"Korea, Rep.韓國",Asia,2010,80.12,49552332,24663
5880,"Korea, Rep.韓國",Asia,2020,82.63,52338331,26900
5890,"Korea, Rep.韓國",Asia,2030,82.63,53482991,32755
5893,Kuwait科威特,Asia,1950,54.58,138862,106326
5903,Kuwait科威特,Asia,1960,59.5,300098,102684
5913,Kuwait科威特,Asia,1970,66.48,735162,97967
5923,Kuwait科威特,Asia,1980,70.52,1354639,42519
5933,Kuwait科威特,Asia,1990,74.78,1607452,32207
5943,Kuwait科威特,Asia,2000,76.6,1973075,37186
5953,Kuwait科威特,Asia,2010,74.36,2991884,43655
5963,Kuwait科威特,Asia,2020,75.57,4270571,30000
5973,Kuwait科威特,Asia,2030,76.44,4747081,41000
5976,Lebanon黎巴嫩,Asia,1950,54.5,1043236,4333
5986,Lebanon黎巴嫩,Asia,1960,61.05,1791074,5865
5996,Lebanon黎巴嫩,Asia,1970,64.8,2482768,6895
6006,Lebanon黎巴嫩,Asia,1980,66.63,3098440,8048
6016,Lebanon黎巴嫩,Asia,1990,68.75,3167738,6285
6026,Lebanon黎巴嫩,Asia,2000,70.72,3578823,9090
6036,Lebanon黎巴嫩,Asia,2010,78.36,4953061,9310
6046,Lebanon黎巴嫩,Asia,2020,78.96,6825445,5720
6056,Lebanon黎巴嫩,Asia,2030,79.38,6194844,6712
6059,Lesotho賴索托,Africa,1950,40.97,352454,284
6069,Lesotho賴索托,Africa,1960,46.67,861221,381
6079,Lesotho賴索托,Africa,1970,49.26,1068619,497
6089,Lesotho賴索托,Africa,1980,53.93,1347694,777
6099,Lesotho賴索托,Africa,1990,58.68,1721597,896
6109,Lesotho賴索托,Africa,2000,48.98,2021192,1240
6119,Lesotho賴索托,Africa,2010,45.1,1995581,1523
6129,Lesotho賴索托,Africa,2020,55.22,2142249,1300
6139,Lesotho賴索托,Africa,2030,62.8,2325164,2270
6142,Liberia賴比瑞亞,Africa,1950,38.08,467015,557
6152,Liberia賴比瑞亞,Africa,1960,40.1,1058058,629
6162,Liberia賴比瑞亞,Africa,1970,42.18,1401339,767
6172,Liberia賴比瑞亞,Africa,1980,44.42,1855572,599
6182,Liberia賴比瑞亞,Africa,1990,42.89,2055550,584
6192,Liberia賴比瑞亞,Africa,2000,43.14,2569081,563
6202,Liberia賴比瑞亞,Africa,2010,59.6,3891356,440
6212,Liberia賴比瑞亞,Africa,2020,64.6,5057681,475
6222,Liberia賴比瑞亞,Africa,2030,68.95,6371553,1525
6225,Libya利比亞,Africa,1950,41.7,623436,1963
6235,Libya利比亞,Africa,1960,46.8,1345749,5434
6245,Libya利比亞,Africa,1970,51.75,2014016,20116
6255,Libya利比亞,Africa,1980,60.27,3095158,19199
6265,Libya利比亞,Africa,1990,67.75,4138639,10492
6275,Libya利比亞,Africa,2000,72.26,5125019,9508
6285,Libya利比亞,Africa,2010,72.04,6197663,11074
6295,Libya利比亞,Africa,2020,73.13,6871292,6400
6305,Libya利比亞,Africa,2030,75.17,7606415,8550
6308,Madagascar馬達加斯加,Africa,1950,35.81,4366619,1385
6318,Madagascar馬達加斯加,Africa,1960,40.05,5494666,1622
6328,Madagascar馬達加斯加,Africa,1970,44.06,6783280,1703
6338,Madagascar馬達加斯加,Africa,1980,48.13,8705753,1399
6348,Madagascar馬達加斯加,Africa,1990,51.07,11553694,1087
6358,Madagascar馬達加斯加,Africa,2000,56.36,15550132,931
6368,Madagascar馬達加斯加,Africa,2010,63.39,21151640,909
6378,Madagascar馬達加斯加,Africa,2020,67.42,27691018,360
6388,Madagascar馬達加斯加,Africa,2030,71.12,35622321,645
6391,Malawi馬拉威,Africa,1950,35.88,2521509,350
6401,Malawi馬拉威,Africa,1960,37.93,3465660,423
6411,Malawi馬拉威,Africa,1970,40.85,4497499,549
6421,Malawi馬拉威,Africa,1980,44.89,6156593,645
6431,Malawi馬拉威,Africa,1990,48.63,9138448,592
6441,Malawi馬拉威,Africa,2000,46.0,11262693,676
6451,Malawi馬拉威,Africa,2010,55.56,14539612,700
6461,Malawi馬拉威,Africa,2020,64.84,19129952,480
6471,Malawi馬拉威,Africa,2030,70.03,24849440,694
6474,Malaysia馬來西亞,Asia,1950,47.01,6352085,1840
6484,Malaysia馬來西亞,Asia,1960,54.28,8439525,1946
6494,Malaysia馬來西亞,Asia,1970,61.55,10926828,2621
6504,Malaysia馬來西亞,Asia,1980,66.9,13803302,4483
6514,Malaysia馬來西亞,Asia,1990,70.22,17524415,6467
6524,Malaysia馬來西亞,Asia,2000,72.6,21787855,10177
6534,Malaysia馬來西亞,Asia,2010,74.49,28208035,12458
6544,Malaysia馬來西亞,Asia,2020,76.34,32365999,12150
6554,Malaysia馬來西亞,Asia,2030,78.03,36095054,16100
6557,Mali馬利,Africa,1950,33.04,3441875,437
6567,Mali馬利,Africa,1960,36.28,4510977,494
6577,Mali馬利,Africa,1970,39.38,5581861,567
6587,Mali馬利,Africa,1980,43.04,6795613,645
6597,Mali馬利,Africa,1990,47.58,8103332,717
6607,Mali馬利,Africa,2000,51.05,10102099,887
6617,Mali馬利,Africa,2010,55.25,15049353,980
6627,Mali馬利,Africa,2020,59.78,20250833,700
6637,Mali馬利,Africa,2030,64.19,26957396,1615
6640,Mauritania茅利塔尼亞,Africa,1950,39.83,626263,702
6650,Mauritania茅利塔尼亞,Africa,1960,43.48,1118795,972
6660,Mauritania茅利塔尼亞,Africa,1970,47.58,1291888,1521
6670,Mauritania茅利塔尼亞,Africa,1980,52.5,1555957,1488
6680,Mauritania茅利塔尼亞,Africa,1990,57.46,2008175,1385
6690,Mauritania茅利塔尼亞,Africa,2000,61.52,2675211,1541
6700,Mauritania茅利塔尼亞,Africa,2010,62.53,3494195,1791
6710,Mauritania茅利塔尼亞,Africa,2020,65.18,5967168,1630
6720,Mauritania茅利塔尼亞,Africa,2030,67.58,4649658,1930
6723,Mauritius模里西斯,Africa,1950,48.14,120263,1942
6733,Mauritius模里西斯,Africa,1960,59.38,664536,2331
6743,Mauritius模里西斯,Africa,1970,62.39,826524,2535
6753,Mauritius模里西斯,Africa,1980,66.0,960434,3697
6763,Mauritius模里西斯,Africa,1990,69.34,1074786,5548
6773,Mauritius模里西斯,Africa,2000,71.47,1180051,8383
6783,Mauritius模里西斯,Africa,2010,72.97,1247955,10955
6793,Mauritius模里西斯,Africa,2020,74.22,1271768,8900
6803,Mauritius模里西斯,Africa,2030,73.24,1274041,21200
6806,Mexico墨西哥,Americas,1950,49.03,29748024,3217
6816,Mexico墨西哥,Americas,1960,57.06,38679110,4402
6826,Mexico墨西哥,Americas,1970,61.46,52788800,6388
6836,Mexico墨西哥,Americas,1980,66.46,68488533,8837
6846,Mexico墨西哥,Americas,1990,70.67,84915615,9159
6856,Mexico墨西哥,Americas,2000,74.41,99846015,10352
6866,Mexico墨西哥,Americas,2010,75.07,114092963,11552
6876,Mexico墨西哥,Americas,2020,75.08,128932753,9800
6886,Mexico墨西哥,Americas,2030,75.53,140875762,11970
6889,Mongolia蒙古,Asia,1950,41.04,404370,736
6899,Mongolia蒙古,Asia,1960,47.05,959022,999
6909,Mongolia蒙古,Asia,1970,52.75,1252100,1343
6919,Mongolia蒙古,Asia,1980,56.69,1664819,1859
6929,Mongolia蒙古,Asia,1990,60.85,2193734,2006
6939,Mongolia蒙古,Asia,2000,64.47,2602462,2045
6949,Mongolia蒙古,Asia,2010,67.38,2719896,3409
6959,Mongolia蒙古,Asia,2020,70.05,3278290,4584
6969,Mongolia蒙古,Asia,2030,71.85,3716210,6514
6972,Montenegro蒙特內哥羅(黑山),Europe,1950,58.25,17541,2234
6982,Montenegro蒙特內哥羅(黑山),Europe,1960,62.82,461848,4263
6992,Montenegro蒙特內哥羅(黑山),Europe,1970,69.25,517021,7030
7002,Montenegro蒙特內哥羅(黑山),Europe,1980,73.69,561558,10572
7012,Montenegro蒙特內哥羅(黑山),Europe,1990,75.21,600762,8895
7022,Montenegro蒙特內哥羅(黑山),Europe,2000,74.57,709198,6521
7032,Montenegro蒙特內哥羅(黑山),Europe,2010,75.15,624275,9077
7042,Montenegro蒙特內哥羅(黑山),Europe,2020,76.98,628066,7500
7052,Montenegro蒙特內哥羅(黑山),Europe,2030,78.01,624059,10700
7055,Morocco摩洛哥,Africa,1950,41.85,9542924,1707
7065,Morocco摩洛哥,Africa,1960,46.92,12396502,1597
7075,Morocco摩洛哥,Africa,1970,51.85,15904520,1843
7085,Morocco摩洛哥,Africa,1980,58.08,19478014,2570
7095,Morocco摩洛哥,Africa,1990,64.31,24673902,2871
7105,Morocco摩洛哥,Africa,2000,68.83,30112470,3148
7115,Morocco摩洛哥,Africa,2010,74.38,32343389,3714
7125,Morocco摩洛哥,Africa,2020,76.92,36910560,3150
7135,Morocco摩洛哥,Africa,2030,79.27,40887295,4230
7138,Mozambique莫三比克,Africa,1950,30.29,6050023,458
7148,Mozambique莫三比克,Africa,1960,35.21,7488580,532
7158,Mozambique莫三比克,Africa,1970,39.44,9358121,662
7168,Mozambique莫三比克,Africa,1980,42.68,12003481,478
7178,Mozambique莫三比克,Africa,1990,43.71,13053219,402
7188,Mozambique莫三比克,Africa,2000,44.95,17725602,569
7198,Mozambique莫三比克,Africa,2010,52.31,23531845,765
7208,Mozambique莫三比克,Africa,2020,61.87,31255435,520
7218,Mozambique莫三比克,Africa,2030,70.41,41184834,735
7221,Myanmar緬甸,Asia,1950,34.08,19696703,323
7231,Myanmar緬甸,Asia,1960,43.83,22873399,373
7241,Myanmar緬甸,Asia,1970,51.59,27427942,354
7251,Myanmar緬甸,Asia,1980,57.26,33419500,403
7261,Myanmar緬甸,Asia,1990,58.93,39539354,362
7271,Myanmar緬甸,Asia,2000,60.08,44657995,533
7281,Myanmar緬甸,Asia,2010,63.53,50600818,1110
7291,Myanmar緬甸,Asia,2020,67.49,54409800,1580
7301,Myanmar緬甸,Asia,2030,70.58,58478494,2350
7304,Namibia納米比亞,Africa,1950,40.32,89538,2345
7314,Namibia納米比亞,Africa,1960,47.12,592067,2953
7324,Namibia納米比亞,Africa,1970,52.78,775725,3765
7334,Namibia納米比亞,Africa,1980,57.96,1050216,4065
7344,Namibia納米比亞,Africa,1990,61.53,1443825,3760
7354,Namibia納米比亞,Africa,2000,54.45,1893198,4003
7364,Namibia納米比亞,Africa,2010,56.67,2118874,5050
7374,Namibia納米比亞,Africa,2020,64.08,2540905,5200
7384,Namibia納米比亞,Africa,2030,67.6,3010871,9750
7387,Nepal尼泊爾,Asia,1950,35.55,8786243,525
7397,Nepal尼泊爾,Asia,1960,38.71,10072169,631
7407,Nepal尼泊爾,Asia,1970,42.97,11952232,675
7417,Nepal尼泊爾,Asia,1980,48.46,15051068,709
7427,Nepal尼泊爾,Asia,1990,54.45,19362597,849
7437,Nepal尼泊爾,Asia,2000,60.57,24724795,1039
7447,Nepal尼泊爾,Asia,2010,67.61,27013212,1033
7457,Nepal尼泊爾,Asia,2020,71.1,29136808,830
7467,Nepal尼泊爾,Asia,2030,74.19,33389536,1320
7470,Netherlands荷蘭,Europe,1950,71.79,9985695,8008
7480,Netherlands荷蘭,Europe,1960,73.13,11493967,12185
7490,Netherlands荷蘭,Europe,1970,73.78,13036653,17422
7500,Netherlands荷蘭,Europe,1980,75.73,14127436,21323
7510,Netherlands荷蘭,Europe,1990,77.18,14970658,25535
7520,Netherlands荷蘭,Europe,2000,78.33,15915484,32333
7530,Netherlands荷蘭,Europe,2010,80.7,16682917,41521
7540,Netherlands荷蘭,Europe,2020,81.91,17134872,52900
7550,Netherlands荷蘭,Europe,2030,82.43,17450322,65500
7553,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1950,69.04,1598501,9880
7563,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1960,70.85,2384893,12804
7573,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1970,71.74,2848720,15413
7583,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1980,73.19,3192350,17073
7593,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1990,75.53,3389471,18621
7603,New Zealand紐西蘭(奧特亞羅瓦),Oceania,2000,78.49,3815297,22334
7613,New Zealand紐西蘭(奧特亞羅瓦),Oceania,2010,80.7,4370062,28637
7623,New Zealand紐西蘭(奧特亞羅瓦),Oceania,2020,82.26,4822233,37300
7633,New Zealand紐西蘭(奧特亞羅瓦),Oceania,2030,84.26,5172962,45200
7636,Nicaragua尼加拉瓜,Americas,1950,41.07,769497,2974
7646,Nicaragua尼加拉瓜,Americas,1960,47.35,1497889,3564
7656,Nicaragua尼加拉瓜,Americas,1970,53.84,2055941,4671
7666,Nicaragua尼加拉瓜,Americas,1980,58.57,2809493,4277
7676,Nicaragua尼加拉瓜,Americas,1990,64.31,3748505,2484
7686,Nicaragua尼加拉瓜,Americas,2000,69.87,4931938,2386
7696,Nicaragua尼加拉瓜,Americas,2010,72.43,5824065,2503
7706,Nicaragua尼加拉瓜,Americas,2020,74.69,6624554,1610
7716,Nicaragua尼加拉瓜,Americas,2030,76.76,7391881,2690
7719,Niger尼日,Africa,1950,36.98,2983175,732
7729,Niger尼日,Africa,1960,39.13,3922478,933
7739,Niger尼日,Africa,1970,40.37,4849782,994
7749,Niger尼日,Africa,1980,42.1,6135147,869
7759,Niger尼日,Africa,1990,46.3,7968746,616
7769,Niger尼日,Africa,2000,53.2,10550894,593
7779,Niger尼日,Africa,2010,57.3,16464025,604
7789,Niger尼日,Africa,2020,62.9,24206644,485
7799,Niger尼日,Africa,2030,67.1,34846020,845
7802,Nigeria奈及利亞,Africa,1950,35.7,32722803,1068
7812,Nigeria奈及利亞,Africa,1960,38.7,39992147,1131
7822,Nigeria奈及利亞,Africa,1970,42.1,51159152,1425
7832,Nigeria奈及利亞,Africa,1980,45.3,68707295,1739
7842,Nigeria奈及利亞,Africa,1990,47.2,88639154,1526
7852,Nigeria奈及利亞,Africa,2000,47.0,114423900,1619
7862,Nigeria奈及利亞,Africa,2010,50.9,158503197,2107
7872,Nigeria奈及利亞,Africa,2020,55.1,206139589,2250
7882,Nigeria奈及利亞,Africa,2030,58.9,262977337,3650
7885,Norway挪威,Europe,1950,72.4,2931435,9472
7895,Norway挪威,Europe,1960,73.5,3580127,12732
7905,Norway挪威,Europe,1970,74.2,3874210,17924
7915,Norway挪威,Europe,1980,75.7,4086154,25104
7925,Norway挪威,Europe,1990,76.8,4246273,32996
7935,Norway挪威,Europe,2000,78.8,4483623,43324
7945,Norway挪威,Europe,2010,81.0,4885878,60157
7955,Norway挪威,Europe,2020,83.1,5421241,89000
7965,Norway挪威,Europe,2030,84.5,5875913,98600
7968,Oman阿曼,Asia,1950,36.6,111540,1662
7978,Oman阿曼,Asia,1960,41.9,601689,2652
7988,Oman阿曼,Asia,1970,50.1,783340,8259
7998,Oman阿曼,Asia,1980,60.6,1182442,12512
8008,Oman阿曼,Asia,1990,69.8,1786678,18416
8018,Oman阿曼,Asia,2000,73.5,2541531,19746
8028,Oman阿曼,Asia,2010,75.7,3041434,20485
8038,Oman阿曼,Asia,2020,78.1,5106626,14430
8048,Oman阿曼,Asia,2030,80.5,5936081,19430
8051,Pakistan巴基斯坦,Asia,1950,42.6,40950267,660
8061,Pakistan巴基斯坦,Asia,1960,46.8,50532380,781
8071,Pakistan巴基斯坦,Asia,1970,51.1,65852312,1007
8081,Pakistan巴基斯坦,Asia,1980,55.3,86138327,1336
8091,Pakistan巴基斯坦,Asia,1990,59.8,114113755,1865
8101,Pakistan巴基斯坦,Asia,2000,62.9,146268048,2075
8111,Pakistan巴基斯坦,Asia,2010,65.3,179424641,2251
8121,Pakistan巴基斯坦,Asia,2020,67.5,220892340,1130
8131,Pakistan巴基斯坦,Asia,2030,69.1,262958794,1730
8134,Panama巴拿馬,Americas,1950,53.6,543787,2288
8144,Panama巴拿馬,Americas,1960,60.8,1154837,3307
